LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value;IntRate
ESP;LTINT;TOT;PC_PA;A;2018;1,41935;1,4194%
ESP;LTINT;TOT;PC_PA;A;2019;0,66102;0,6610%
HUN;LTINT;TOT;PC_PA;A;2000;8,55000;8,5500%
HUN;LTINT;TOT;PC_PA;A;2001;7,94500;7,9450%
HUN;LTINT;TOT;PC_PA;A;2002;7,08583;7,0858%
HUN;LTINT;TOT;PC_PA;A;2003;6,77333;6,7733%
HUN;LTINT;TOT;PC_PA;A;2004;8,29167;8,2917%
HUN;LTINT;TOT;PC_PA;A;2005;6,59833;6,5983%
HUN;LTINT;TOT;PC_PA;A;2006;7,11583;7,1158%
HUN;LTINT;TOT;PC_PA;A;2007;6,74417;6,7442%
HUN;LTINT;TOT;PC_PA;A;2008;8,23833;8,2383%
HUN;LTINT;TOT;PC_PA;A;2009;9,12333;9,1233%
HUN;LTINT;TOT;PC_PA;A;2010;7,28167;7,2817%
HUN;LTINT;TOT;PC_PA;A;2011;7,63541;7,6354%
HUN;LTINT;TOT;PC_PA;A;2012;7,89083;7,8908%
HUN;LTINT;TOT;PC_PA;A;2013;5,92333;5,9233%
HUN;LTINT;TOT;PC_PA;A;2014;4,80917;4,8092%
HUN;LTINT;TOT;PC_PA;A;2015;3,43250;3,4325%
HUN;LTINT;TOT;PC_PA;A;2016;3,14333;3,1433%
HUN;LTINT;TOT;PC_PA;A;2017;2,96250;2,9625%
HUN;LTINT;TOT;PC_PA;A;2018;3,05833;3,0583%
HUN;LTINT;TOT;PC_PA;A;2019;2,46500;2,4650%
BEL;LTINT;TOT;PC_PA;A;1955;4,61417;4,6142%
BEL;LTINT;TOT;PC_PA;A;1956;4,75917;4,7592%
BEL;LTINT;TOT;PC_PA;A;1957;6,06500;6,0650%
BEL;LTINT;TOT;PC_PA;A;1958;5,41083;5,4108%
BEL;LTINT;TOT;PC_PA;A;1959;5,02083;5,0208%
BEL;LTINT;TOT;PC_PA;A;1960;5,54833;5,5483%
BEL;LTINT;TOT;PC_PA;A;1961;5,87167;5,8717%
BEL;LTINT;TOT;PC_PA;A;1962;5,17750;5,1775%
BEL;LTINT;TOT;PC_PA;A;1963;5,28250;5,2825%
BEL;LTINT;TOT;PC_PA;A;1964;6,45167;6,4517%
BEL;LTINT;TOT;PC_PA;A;1965;6,43833;6,4383%
BEL;LTINT;TOT;PC_PA;A;1966;6,65167;6,6517%
BEL;LTINT;TOT;PC_PA;A;1967;6,68417;6,6842%
BEL;LTINT;TOT;PC_PA;A;1968;6,54500;6,5450%
BEL;LTINT;TOT;PC_PA;A;1969;7,29333;7,2933%
BEL;LTINT;TOT;PC_PA;A;1970;7,80417;7,8042%
BEL;LTINT;TOT;PC_PA;A;1971;7,32167;7,3217%
BEL;LTINT;TOT;PC_PA;A;1972;7,04417;7,0442%
BEL;LTINT;TOT;PC_PA;A;1973;7,49417;7,4942%
BEL;LTINT;TOT;PC_PA;A;1974;8,76833;8,7683%
BEL;LTINT;TOT;PC_PA;A;1975;8,51583;8,5158%
BEL;LTINT;TOT;PC_PA;A;1976;9,08833;9,0883%
BEL;LTINT;TOT;PC_PA;A;1977;8,76250;8,7625%
BEL;LTINT;TOT;PC_PA;A;1978;8,92750;8,9275%
BEL;LTINT;TOT;PC_PA;A;1979;9,69333;9,6933%
BEL;LTINT;TOT;PC_PA;A;1980;11,90000;11,9000%
BEL;LTINT;TOT;PC_PA;A;1981;13,43667;13,4367%
BEL;LTINT;TOT;PC_PA;A;1982;13,42833;13,4283%
BEL;LTINT;TOT;PC_PA;A;1983;11,94083;11,9408%
BEL;LTINT;TOT;PC_PA;A;1984;12,24250;12,2425%
BEL;LTINT;TOT;PC_PA;A;1985;10,96833;10,9683%
BEL;LTINT;TOT;PC_PA;A;1986;8,62583;8,6258%
BEL;LTINT;TOT;PC_PA;A;1987;8,18417;8,1842%
BEL;LTINT;TOT;PC_PA;A;1988;8,00750;8,0075%
BEL;LTINT;TOT;PC_PA;A;1989;8,53917;8,5392%
BEL;LTINT;TOT;PC_PA;A;1990;10,00667;10,0067%
BEL;LTINT;TOT;PC_PA;A;1991;9,28583;9,2858%
BEL;LTINT;TOT;PC_PA;A;1992;8,65333;8,6533%
BEL;LTINT;TOT;PC_PA;A;1993;7,22833;7,2283%
BEL;LTINT;TOT;PC_PA;A;1994;7,75083;7,7508%
BEL;LTINT;TOT;PC_PA;A;1995;7,48083;7,4808%
BEL;LTINT;TOT;PC_PA;A;1996;6,49250;6,4925%
BEL;LTINT;TOT;PC_PA;A;1997;5,75333;5,7533%
BEL;LTINT;TOT;PC_PA;A;1998;4,75167;4,7517%
BEL;LTINT;TOT;PC_PA;A;1999;4,74917;4,7492%
BEL;LTINT;TOT;PC_PA;A;2000;5,59250;5,5925%
BEL;LTINT;TOT;PC_PA;A;2001;5,13083;5,1308%
BEL;LTINT;TOT;PC_PA;A;2002;4,98667;4,9867%
BEL;LTINT;TOT;PC_PA;A;2003;4,18083;4,1808%
BEL;LTINT;TOT;PC_PA;A;2004;4,15250;4,1525%
BEL;LTINT;TOT;PC_PA;A;2005;3,42833;3,4283%
BEL;LTINT;TOT;PC_PA;A;2006;3,81500;3,8150%
BEL;LTINT;TOT;PC_PA;A;2007;4,32833;4,3283%
BEL;LTINT;TOT;PC_PA;A;2008;4,41750;4,4175%
BEL;LTINT;TOT;PC_PA;A;2009;3,90167;3,9017%
BEL;LTINT;TOT;PC_PA;A;2010;3,46250;3,4625%
BEL;LTINT;TOT;PC_PA;A;2011;4,23333;4,2333%
BEL;LTINT;TOT;PC_PA;A;2012;3;3,0000%
BEL;LTINT;TOT;PC_PA;A;2013;2,41000;2,4100%
BEL;LTINT;TOT;PC_PA;A;2014;1,71333;1,7133%
BEL;LTINT;TOT;PC_PA;A;2015;0,84000;0,8400%
BEL;LTINT;TOT;PC_PA;A;2016;0,47583;0,4758%
BEL;LTINT;TOT;PC_PA;A;2017;0,72250;0,7225%
BEL;LTINT;TOT;PC_PA;A;2018;0,79500;0,7950%
BEL;LTINT;TOT;PC_PA;A;2019;0,19333;0,1933%
LVA;LTINT;TOT;PC_PA;A;2001;7,57333;7,5733%
LVA;LTINT;TOT;PC_PA;A;2002;5,40833;5,4083%
LVA;LTINT;TOT;PC_PA;A;2003;4,90083;4,9008%
LVA;LTINT;TOT;PC_PA;A;2004;4,85750;4,8575%
LVA;LTINT;TOT;PC_PA;A;2005;3,87500;3,8750%
LVA;LTINT;TOT;PC_PA;A;2006;4,13333;4,1333%
LVA;LTINT;TOT;PC_PA;A;2007;5,28250;5,2825%
LVA;LTINT;TOT;PC_PA;A;2008;6,43167;6,4317%
LVA;LTINT;TOT;PC_PA;A;2009;12,35750;12,3575%
LVA;LTINT;TOT;PC_PA;A;2010;10,33750;10,3375%
LVA;LTINT;TOT;PC_PA;A;2011;5,90750;5,9075%
LVA;LTINT;TOT;PC_PA;A;2012;4,56500;4,5650%
LVA;LTINT;TOT;PC_PA;A;2013;3,34000;3,3400%
LVA;LTINT;TOT;PC_PA;A;2014;2,50833;2,5083%
LVA;LTINT;TOT;PC_PA;A;2015;0,96333;0,9633%
LVA;LTINT;TOT;PC_PA;A;2016;0,53417;0,5342%
LVA;LTINT;TOT;PC_PA;A;2017;0,83417;0,8342%
LVA;LTINT;TOT;PC_PA;A;2018;0,90250;0,9025%
LVA;LTINT;TOT;PC_PA;A;2019;0,34250;0,3425%
LTU;LTINT;TOT;PC_PA;A;2001;8,15333;8,1533%
LTU;LTINT;TOT;PC_PA;A;2002;6,06250;6,0625%
LTU;LTINT;TOT;PC_PA;A;2003;5,32250;5,3225%
LTU;LTINT;TOT;PC_PA;A;2004;4,50250;4,5025%
LTU;LTINT;TOT;PC_PA;A;2005;3,69917;3,6992%
LTU;LTINT;TOT;PC_PA;A;2006;4,08083;4,0808%
LTU;LTINT;TOT;PC_PA;A;2007;4,54583;4,5458%
LTU;LTINT;TOT;PC_PA;A;2008;5,60750;5,6075%
LTU;LTINT;TOT;PC_PA;A;2009;14,00417;14,0042%
LTU;LTINT;TOT;PC_PA;A;2010;5,56667;5,5667%
LTU;LTINT;TOT;PC_PA;A;2011;5,16000;5,1600%
LTU;LTINT;TOT;PC_PA;A;2012;4,83083;4,8308%
LTU;LTINT;TOT;PC_PA;A;2013;3,83167;3,8317%
LTU;LTINT;TOT;PC_PA;A;2014;2,79250;2,7925%
LTU;LTINT;TOT;PC_PA;A;2015;1,38083;1,3808%
LTU;LTINT;TOT;PC_PA;A;2016;0,89833;0,8983%
LTU;LTINT;TOT;PC_PA;A;2017;0,31000;0,3100%
LTU;LTINT;TOT;PC_PA;A;2018;0,31000;0,3100%
LTU;LTINT;TOT;PC_PA;A;2019;0,31000;0,3100%
